filename,start_time,end_time,label,confidence
nn01a_20180929_000000_segment_1000.wav,0.3196803196803197,1.5984015984015985,"""Insect""",0.5902527
nn01a_20180929_000000_segment_1000.wav,5.754245754245754,6.073926073926074,"""Insect""",0.5353463
nn01a_20180929_000000_segment_1000.wav,8.951048951048952,10.0,"""Insect""",0.5792804
nn01a_20180929_000000_segment_1000.wav,0.0,1.918081918081918,"""Cricket""",0.5896468
nn01a_20180929_000000_segment_1000.wav,5.434565434565434,6.393606393606394,"""Cricket""",0.58921146
nn01a_20180929_000000_segment_1000.wav,8.951048951048952,10.0,"""Cricket""",0.67901456
nn01a_20180929_000000_segment_1001.wav,6.713286713286713,7.032967032967033,"""Cricket""",0.5181991
nn01a_20180929_000000_segment_1001.wav,7.992007992007992,10.0,"""Cricket""",0.5386752
nn01a_20180929_000000_segment_1001.wav,5.754245754245754,6.393606393606394,"""Frog""",0.54403055
nn01a_20180929_000000_segment_1002.wav,0.0,0.959040959040959,"""Insect""",0.6327541
nn01a_20180929_000000_segment_1002.wav,2.877122877122877,4.1558441558441555,"""Insect""",0.51439357
nn01a_20180929_000000_segment_1002.wav,5.434565434565434,6.393606393606394,"""Insect""",0.6299276
nn01a_20180929_000000_segment_1002.wav,0.0,4.1558441558441555,"""Cricket""",0.5807781
nn01a_20180929_000000_segment_1002.wav,5.434565434565434,6.393606393606394,"""Cricket""",0.69026667
nn01a_20180929_000000_segment_1003.wav,0.3196803196803197,0.959040959040959,"""Insect""",0.5399379
nn01a_20180929_000000_segment_1003.wav,4.795204795204795,5.434565434565434,"""Insect""",0.5216581
nn01a_20180929_000000_segment_1003.wav,0.3196803196803197,1.2787212787212787,"""Cricket""",0.5132527
nn01a_20180929_000000_segment_1003.wav,4.475524475524476,6.073926073926074,"""Cricket""",0.5648462
nn01a_20180929_000000_segment_1003.wav,7.672327672327672,8.311688311688311,"""Cricket""",0.60250914
nn01a_20180929_000000_segment_1003.wav,9.59040959040959,10.0,"""Cricket""",0.5191381
nn01a_20180929_000000_segment_1004.wav,6.393606393606394,6.713286713286713,"""Animal""",0.5130136
nn01a_20180929_000000_segment_1004.wav,4.475524475524476,5.434565434565434,"""Insect""",0.52831674
nn01a_20180929_000000_segment_1004.wav,2.5574425574425574,2.877122877122877,"""Cricket""",0.5123006
nn01a_20180929_000000_segment_1004.wav,4.1558441558441555,5.754245754245754,"""Cricket""",0.5562013
nn01a_20180929_000000_segment_1004.wav,7.672327672327672,8.951048951048952,"""Cricket""",0.5156038
nn01a_20180929_000000_segment_1005.wav,8.951048951048952,10.0,"""Insect""",0.6539588
nn01a_20180929_000000_segment_1005.wav,2.877122877122877,3.5164835164835164,"""Cricket""",0.50836676
nn01a_20180929_000000_segment_1005.wav,7.352647352647352,7.992007992007992,"""Cricket""",0.6092494
nn01a_20180929_000000_segment_1005.wav,8.951048951048952,10.0,"""Cricket""",0.78571343
